last_day_of_the_week,average_precip,week,year,State,City
2010-11-14,0.0,45,2010,AZ,Phoenix
2010-11-21,0.0,46,2010,AZ,Phoenix
2010-11-28,0.0014285714285714286,47,2010,AZ,Phoenix
2010-12-05,0.0,48,2010,AZ,Phoenix
2010-12-12,0.0,49,2010,AZ,Phoenix
2010-12-19,0.014285714285714287,50,2010,AZ,Phoenix
2010-12-26,0.052857142857142866,51,2010,AZ,Phoenix
2011-01-02,0.09,52,2010,AZ,Phoenix
2011-01-09,0.0014285714285714286,1,2011,AZ,Phoenix
2011-01-16,0.0,2,2011,AZ,Phoenix
2011-01-23,0.0,3,2011,AZ,Phoenix
2011-01-30,0.0,4,2011,AZ,Phoenix
2011-02-06,0.004285714285714286,5,2011,AZ,Phoenix
2011-02-13,0.0,6,2011,AZ,Phoenix
2011-02-20,0.04857142857142858,7,2011,AZ,Phoenix
2011-02-27,0.045714285714285714,8,2011,AZ,Phoenix
2011-03-06,0.0,9,2011,AZ,Phoenix
2011-03-13,0.0,10,2011,AZ,Phoenix
2011-03-20,0.0,11,2011,AZ,Phoenix
2011-03-27,0.008571428571428572,12,2011,AZ,Phoenix
2011-04-03,0.0,13,2011,AZ,Phoenix
2011-04-10,0.042857142857142864,14,2011,AZ,Phoenix
2011-04-17,0.0,15,2011,AZ,Phoenix
2011-04-24,0.0,16,2011,AZ,Phoenix
2011-05-01,0.0,17,2011,AZ,Phoenix
2011-05-08,0.0,18,2011,AZ,Phoenix
2011-05-15,0.0,19,2011,AZ,Phoenix
2011-05-22,0.0014285714285714286,20,2011,AZ,Phoenix
2011-05-29,0.0,21,2011,AZ,Phoenix
2011-06-05,0.0,22,2011,AZ,Phoenix
2011-06-12,0.0,23,2011,AZ,Phoenix
2011-06-19,0.0,24,2011,AZ,Phoenix
2011-06-26,0.0,25,2011,AZ,Phoenix
2011-07-03,0.0071428571428571435,26,2011,AZ,Phoenix
2011-07-10,0.1,27,2011,AZ,Phoenix
2011-07-17,0.06714285714285714,28,2011,AZ,Phoenix
2011-07-24,0.12142857142857143,29,2011,AZ,Phoenix
2011-07-31,0.03571428571428571,30,2011,AZ,Phoenix
2011-08-07,0.037142857142857144,31,2011,AZ,Phoenix
2011-08-14,0.06285714285714286,32,2011,AZ,Phoenix
2011-08-21,0.05857142857142857,33,2011,AZ,Phoenix
2011-08-28,0.04285714285714286,34,2011,AZ,Phoenix
2011-09-04,0.0014285714285714286,35,2011,AZ,Phoenix
2011-09-11,0.060000000000000005,36,2011,AZ,Phoenix
2011-09-18,0.008571428571428572,37,2011,AZ,Phoenix
2011-09-25,0.0,38,2011,AZ,Phoenix
2011-10-02,0.0,39,2011,AZ,Phoenix
2011-10-09,0.011428571428571429,40,2011,AZ,Phoenix
2011-10-16,0.0,41,2011,AZ,Phoenix
2011-10-23,0.0,42,2011,AZ,Phoenix
2011-10-30,0.0071428571428571435,43,2011,AZ,Phoenix
2011-11-06,0.06571428571428571,44,2011,AZ,Phoenix
2011-11-13,0.045714285714285714,45,2011,AZ,Phoenix
2011-11-20,0.0,46,2011,AZ,Phoenix
2011-11-27,0.002857142857142857,47,2011,AZ,Phoenix
2011-12-04,0.02142857142857143,48,2011,AZ,Phoenix
2011-12-11,0.005714285714285714,49,2011,AZ,Phoenix
2011-12-18,0.14857142857142858,50,2011,AZ,Phoenix
2011-12-25,0.0,51,2011,AZ,Phoenix
2012-01-01,0.0,52,2011,AZ,Phoenix
2012-01-08,0.0,1,2012,AZ,Phoenix
2012-01-15,0.0,2,2012,AZ,Phoenix
2012-01-22,0.0,3,2012,AZ,Phoenix
2012-01-29,0.0,4,2012,AZ,Phoenix
2012-02-05,0.0,5,2012,AZ,Phoenix
2012-02-12,0.0,6,2012,AZ,Phoenix
2012-02-19,0.0,7,2012,AZ,Phoenix
2012-02-26,0.0,8,2012,AZ,Phoenix
2012-03-04,0.0,9,2012,AZ,Phoenix
2012-03-11,0.0,10,2012,AZ,Phoenix
2012-03-18,0.03571428571428571,11,2012,AZ,Phoenix
2012-03-25,0.0,12,2012,AZ,Phoenix
2012-04-01,0.0,13,2012,AZ,Phoenix
2012-04-08,0.0,14,2012,AZ,Phoenix
2012-04-15,0.0071428571428571435,15,2012,AZ,Phoenix
2012-04-22,0.0,16,2012,AZ,Phoenix
2012-04-29,0.004285714285714286,17,2012,AZ,Phoenix
2012-05-06,0.0,18,2012,AZ,Phoenix
2012-05-13,0.004285714285714286,19,2012,AZ,Phoenix
2012-05-20,0.0,20,2012,AZ,Phoenix
2012-05-27,0.0,21,2012,AZ,Phoenix
2012-06-03,0.0,22,2012,AZ,Phoenix
2012-06-10,0.0,23,2012,AZ,Phoenix
2012-06-17,0.0,24,2012,AZ,Phoenix
2012-06-24,0.0,25,2012,AZ,Phoenix
2012-07-01,0.0071428571428571435,26,2012,AZ,Phoenix
2012-07-08,0.02,27,2012,AZ,Phoenix
2012-07-15,0.09571428571428571,28,2012,AZ,Phoenix
2012-07-22,0.004285714285714286,29,2012,AZ,Phoenix
2012-07-29,0.03142857142857143,30,2012,AZ,Phoenix
2012-08-05,0.005714285714285714,31,2012,AZ,Phoenix
2012-08-12,0.014285714285714285,32,2012,AZ,Phoenix
2012-08-19,0.05857142857142857,33,2012,AZ,Phoenix
2012-08-26,0.17714285714285713,34,2012,AZ,Phoenix
2012-09-02,0.0,35,2012,AZ,Phoenix
2012-09-09,0.08857142857142856,36,2012,AZ,Phoenix
2012-09-16,0.028571428571428574,37,2012,AZ,Phoenix
2012-09-23,0.0,38,2012,AZ,Phoenix
2012-09-30,0.0,39,2012,AZ,Phoenix
2012-10-07,0.0,40,2012,AZ,Phoenix
2012-10-14,0.004285714285714286,41,2012,AZ,Phoenix
2012-10-21,0.0,42,2012,AZ,Phoenix
2012-10-28,0.0,43,2012,AZ,Phoenix
2012-11-04,0.0,44,2012,AZ,Phoenix
2012-11-11,0.0,45,2012,AZ,Phoenix
2012-11-18,0.0,46,2012,AZ,Phoenix
2012-11-25,0.0,47,2012,AZ,Phoenix
2012-12-02,0.0,48,2012,AZ,Phoenix
2012-12-09,0.0,49,2012,AZ,Phoenix
2012-12-16,0.11142857142857143,50,2012,AZ,Phoenix
2012-12-23,0.011428571428571429,51,2012,AZ,Phoenix
2012-12-30,0.0014285714285714286,52,2012,AZ,Phoenix
2013-01-06,0.0,1,2013,AZ,Phoenix
2013-01-13,0.0014285714285714286,2,2013,AZ,Phoenix
2013-01-20,0.0,3,2013,AZ,Phoenix
2013-01-27,0.1957142857142857,4,2013,AZ,Phoenix
2013-02-03,0.0014285714285714286,5,2013,AZ,Phoenix
2013-02-10,0.0,6,2013,AZ,Phoenix
2013-02-17,0.011428571428571429,7,2013,AZ,Phoenix
2013-02-24,0.032857142857142856,8,2013,AZ,Phoenix
2013-03-03,0.0,9,2013,AZ,Phoenix
2013-03-10,0.11714285714285713,10,2013,AZ,Phoenix
2013-03-17,0.0,11,2013,AZ,Phoenix
2013-03-24,0.0,12,2013,AZ,Phoenix
2013-03-31,0.0,13,2013,AZ,Phoenix
2013-04-07,0.0,14,2013,AZ,Phoenix
2013-04-14,0.008571428571428572,15,2013,AZ,Phoenix
2013-04-21,0.0,16,2013,AZ,Phoenix
2013-04-28,0.0,17,2013,AZ,Phoenix
2013-05-05,0.01,18,2013,AZ,Phoenix
2013-05-12,0.0,19,2013,AZ,Phoenix
2013-05-19,0.0,20,2013,AZ,Phoenix
2013-05-26,0.0,21,2013,AZ,Phoenix
2013-06-02,0.0,22,2013,AZ,Phoenix
2013-06-09,0.0,23,2013,AZ,Phoenix
2013-06-16,0.0,24,2013,AZ,Phoenix
2013-06-23,0.0,25,2013,AZ,Phoenix
2013-06-30,0.012857142857142857,26,2013,AZ,Phoenix
2013-07-07,0.014285714285714287,27,2013,AZ,Phoenix
2013-07-14,0.014285714285714287,28,2013,AZ,Phoenix
2013-07-21,0.16285714285714287,29,2013,AZ,Phoenix
2013-07-28,0.15714285714285717,30,2013,AZ,Phoenix
2013-08-04,0.0,31,2013,AZ,Phoenix
2013-08-11,0.002857142857142857,32,2013,AZ,Phoenix
2013-08-18,0.017142857142857144,33,2013,AZ,Phoenix
2013-08-25,0.0014285714285714286,34,2013,AZ,Phoenix
2013-09-01,0.08285714285714287,35,2013,AZ,Phoenix
2013-09-08,0.05285714285714286,36,2013,AZ,Phoenix
2013-09-15,0.10714285714285714,37,2013,AZ,Phoenix
2013-09-22,0.0,38,2013,AZ,Phoenix
2013-09-29,0.0,39,2013,AZ,Phoenix
2013-10-06,0.0,40,2013,AZ,Phoenix
2013-10-13,0.0,41,2013,AZ,Phoenix
2013-10-20,0.0,42,2013,AZ,Phoenix
2013-10-27,0.0,43,2013,AZ,Phoenix
2013-11-03,0.0,44,2013,AZ,Phoenix
2013-11-10,0.015714285714285715,45,2013,AZ,Phoenix
2013-11-17,0.0,46,2013,AZ,Phoenix
2013-11-24,0.35857142857142854,47,2013,AZ,Phoenix
2013-12-01,0.0,48,2013,AZ,Phoenix
2013-12-08,0.0,49,2013,AZ,Phoenix
2013-12-15,0.0,50,2013,AZ,Phoenix
2013-12-22,0.055714285714285716,51,2013,AZ,Phoenix
2013-12-29,0.0,52,2013,AZ,Phoenix
2014-01-05,0.0,1,2014,AZ,Phoenix
2014-01-12,0.0,2,2014,AZ,Phoenix
2014-01-19,0.0,3,2014,AZ,Phoenix
2014-01-26,0.0,4,2014,AZ,Phoenix
2014-02-02,0.0,5,2014,AZ,Phoenix
2014-02-09,0.0,6,2014,AZ,Phoenix
2014-02-16,0.0,7,2014,AZ,Phoenix
2014-02-23,0.0,8,2014,AZ,Phoenix
2014-03-02,0.14142857142857143,9,2014,AZ,Phoenix
2014-03-09,0.0,10,2014,AZ,Phoenix
2014-03-16,0.0,11,2014,AZ,Phoenix
2014-03-23,0.0,12,2014,AZ,Phoenix
2014-03-30,0.0,13,2014,AZ,Phoenix
2014-04-06,0.0,14,2014,AZ,Phoenix
2014-04-13,0.0,15,2014,AZ,Phoenix
2014-04-20,0.0,16,2014,AZ,Phoenix
2014-04-27,0.0,17,2014,AZ,Phoenix
2014-05-04,0.0,18,2014,AZ,Phoenix
2014-05-11,0.0,19,2014,AZ,Phoenix
2014-05-18,0.0,20,2014,AZ,Phoenix
2014-05-25,0.0,21,2014,AZ,Phoenix
2014-06-01,0.0,22,2014,AZ,Phoenix
2014-06-08,0.0,23,2014,AZ,Phoenix
2014-06-15,0.0,24,2014,AZ,Phoenix
2014-06-22,0.0,25,2014,AZ,Phoenix
2014-06-29,0.0,26,2014,AZ,Phoenix
2014-07-06,0.0014285714285714286,27,2014,AZ,Phoenix
2014-07-13,0.004285714285714286,28,2014,AZ,Phoenix
2014-07-20,0.002857142857142857,29,2014,AZ,Phoenix
2014-07-27,0.0,30,2014,AZ,Phoenix
2014-08-03,0.0,31,2014,AZ,Phoenix
2014-08-10,0.0,32,2014,AZ,Phoenix
2014-08-17,0.07857142857142858,33,2014,AZ,Phoenix
2014-08-24,0.08857142857142856,34,2014,AZ,Phoenix
2014-08-31,0.0,35,2014,AZ,Phoenix
2014-09-07,0.0,36,2014,AZ,Phoenix
2014-09-14,0.3742857142857143,37,2014,AZ,Phoenix
2014-09-21,0.021428571428571432,38,2014,AZ,Phoenix
2014-09-28,0.23857142857142857,39,2014,AZ,Phoenix
2014-10-05,0.0,40,2014,AZ,Phoenix
2014-10-12,0.0071428571428571435,41,2014,AZ,Phoenix
2014-10-19,0.011428571428571429,42,2014,AZ,Phoenix
2014-10-26,0.0,43,2014,AZ,Phoenix
2014-11-02,0.0,44,2014,AZ,Phoenix
2014-11-09,0.0,45,2014,AZ,Phoenix
2014-11-16,0.0,46,2014,AZ,Phoenix
2014-11-23,0.0,47,2014,AZ,Phoenix
2014-11-30,0.0,48,2014,AZ,Phoenix
2014-12-07,0.09285714285714286,49,2014,AZ,Phoenix
2014-12-14,0.011428571428571429,50,2014,AZ,Phoenix
2014-12-21,0.01,51,2014,AZ,Phoenix
2014-12-28,0.0,52,2014,AZ,Phoenix
2015-01-04,0.015714285714285715,1,2015,AZ,Phoenix
2015-01-11,0.0014285714285714286,2,2015,AZ,Phoenix
2015-01-18,0.018571428571428572,3,2015,AZ,Phoenix
2015-01-25,0.0,4,2015,AZ,Phoenix
2015-02-01,0.09571428571428571,5,2015,AZ,Phoenix
2015-02-08,0.0,6,2015,AZ,Phoenix
2015-02-15,0.0,7,2015,AZ,Phoenix
2015-02-22,0.0,8,2015,AZ,Phoenix
2015-03-01,0.0014285714285714286,9,2015,AZ,Phoenix
2015-03-08,0.042857142857142864,10,2015,AZ,Phoenix
2015-03-15,0.0,11,2015,AZ,Phoenix
2015-03-22,0.004285714285714286,12,2015,AZ,Phoenix
2015-03-29,0.0,13,2015,AZ,Phoenix
2015-04-05,0.0,14,2015,AZ,Phoenix
2015-04-12,0.0,15,2015,AZ,Phoenix
2015-04-19,0.0,16,2015,AZ,Phoenix
2015-04-26,0.025714285714285717,17,2015,AZ,Phoenix
2015-05-03,0.0,18,2015,AZ,Phoenix
2015-05-10,0.01,19,2015,AZ,Phoenix
2015-05-17,0.13285714285714287,20,2015,AZ,Phoenix
2015-05-24,0.0,21,2015,AZ,Phoenix
2015-05-31,0.0,22,2015,AZ,Phoenix
2015-06-07,0.027142857142857142,23,2015,AZ,Phoenix
2015-06-14,0.0,24,2015,AZ,Phoenix
2015-06-21,0.0,25,2015,AZ,Phoenix
2015-06-28,0.0014285714285714286,26,2015,AZ,Phoenix
2015-07-05,0.018571428571428572,27,2015,AZ,Phoenix
2015-07-12,0.0,28,2015,AZ,Phoenix
2015-07-19,0.04714285714285714,29,2015,AZ,Phoenix
2015-07-26,0.0,30,2015,AZ,Phoenix
2015-08-02,0.10285714285714286,31,2015,AZ,Phoenix
2015-08-09,0.05285714285714286,32,2015,AZ,Phoenix
2015-08-16,0.03142857142857143,33,2015,AZ,Phoenix
2015-08-23,0.0,34,2015,AZ,Phoenix
2015-08-30,0.047142857142857146,35,2015,AZ,Phoenix
2015-09-06,0.055714285714285716,36,2015,AZ,Phoenix
2015-09-13,0.038571428571428576,37,2015,AZ,Phoenix
2015-09-20,0.012857142857142857,38,2015,AZ,Phoenix
2015-09-27,0.058571428571428566,39,2015,AZ,Phoenix
2015-10-04,0.002857142857142857,40,2015,AZ,Phoenix
2015-10-11,0.04,41,2015,AZ,Phoenix
2015-10-18,0.05142857142857143,42,2015,AZ,Phoenix
2015-10-25,0.0,43,2015,AZ,Phoenix
2015-11-01,0.011428571428571429,44,2015,AZ,Phoenix
2015-11-08,0.005714285714285714,45,2015,AZ,Phoenix
2015-11-15,0.02428571428571429,46,2015,AZ,Phoenix
2015-11-22,0.005714285714285714,47,2015,AZ,Phoenix
2015-11-29,0.0,48,2015,AZ,Phoenix
2015-12-06,0.0,49,2015,AZ,Phoenix
2015-12-13,0.0071428571428571435,50,2015,AZ,Phoenix
2015-12-20,0.022857142857142857,51,2015,AZ,Phoenix
2015-12-27,0.0,52,2015,AZ,Phoenix
2016-01-03,0.0,53,2015,AZ,Phoenix
2016-01-10,0.16142857142857142,1,2016,AZ,Phoenix
2016-01-17,0.0,2,2016,AZ,Phoenix
2016-01-24,0.0,3,2016,AZ,Phoenix
2016-01-31,0.025714285714285714,4,2016,AZ,Phoenix
2016-02-07,0.0,5,2016,AZ,Phoenix
2016-02-14,0.0,6,2016,AZ,Phoenix
2016-02-21,0.0,7,2016,AZ,Phoenix
2016-02-28,0.0,8,2016,AZ,Phoenix
2016-03-06,0.0,9,2016,AZ,Phoenix
2016-03-13,0.0,10,2016,AZ,Phoenix
2016-03-20,0.0,11,2016,AZ,Phoenix
2016-03-27,0.0,12,2016,AZ,Phoenix
2016-04-03,0.0,13,2016,AZ,Phoenix
2016-04-10,0.07285714285714286,14,2016,AZ,Phoenix
2016-04-17,0.0,15,2016,AZ,Phoenix
2016-04-24,0.0,16,2016,AZ,Phoenix
2016-05-01,0.0,17,2016,AZ,Phoenix
2016-05-08,0.0071428571428571435,18,2016,AZ,Phoenix
2016-05-15,0.0,19,2016,AZ,Phoenix
2016-05-22,0.0,20,2016,AZ,Phoenix
2016-05-29,0.0,21,2016,AZ,Phoenix
2016-06-05,0.0,22,2016,AZ,Phoenix
2016-06-12,0.0,23,2016,AZ,Phoenix
2016-06-19,0.0,24,2016,AZ,Phoenix
2016-06-26,0.0,25,2016,AZ,Phoenix
2016-07-03,0.0014285714285714286,26,2016,AZ,Phoenix
2016-07-10,0.0,27,2016,AZ,Phoenix
2016-07-17,0.0,28,2016,AZ,Phoenix
2016-07-24,0.05142857142857143,29,2016,AZ,Phoenix
2016-07-31,0.07571428571428572,30,2016,AZ,Phoenix
2016-08-07,0.09571428571428572,31,2016,AZ,Phoenix
2016-08-14,0.049999999999999996,32,2016,AZ,Phoenix
2016-08-21,0.015714285714285715,33,2016,AZ,Phoenix
2016-08-28,0.02,34,2016,AZ,Phoenix
2016-09-04,0.0,35,2016,AZ,Phoenix
2016-09-11,0.005714285714285714,36,2016,AZ,Phoenix
2016-09-18,0.0,37,2016,AZ,Phoenix
2016-09-25,0.037142857142857144,38,2016,AZ,Phoenix
2016-10-02,0.03142857142857143,39,2016,AZ,Phoenix
2016-10-09,0.0,40,2016,AZ,Phoenix
2016-10-16,0.0,41,2016,AZ,Phoenix
2016-10-23,0.0,42,2016,AZ,Phoenix
2016-10-30,0.0,43,2016,AZ,Phoenix
2016-11-06,0.049999999999999996,44,2016,AZ,Phoenix
2016-11-13,0.0,45,2016,AZ,Phoenix
2016-11-20,0.002857142857142857,46,2016,AZ,Phoenix
2016-11-27,0.04428571428571428,47,2016,AZ,Phoenix
2016-12-04,0.0,48,2016,AZ,Phoenix
2016-12-11,0.0,49,2016,AZ,Phoenix
2016-12-18,0.014285714285714285,50,2016,AZ,Phoenix
2016-12-25,0.09285714285714285,51,2016,AZ,Phoenix
2017-01-01,0.05714285714285715,52,2016,AZ,Phoenix
2017-01-08,0.0,1,2017,AZ,Phoenix
2017-01-15,0.004285714285714286,2,2017,AZ,Phoenix
2017-01-22,0.12428571428571429,3,2017,AZ,Phoenix
2017-01-29,0.0,4,2017,AZ,Phoenix
2017-02-05,0.0,5,2017,AZ,Phoenix
2017-02-12,0.0,6,2017,AZ,Phoenix
2017-02-19,0.12,7,2017,AZ,Phoenix
2017-02-26,0.0,8,2017,AZ,Phoenix
2017-03-05,0.05714285714285715,9,2017,AZ,Phoenix
2017-03-12,0.0,10,2017,AZ,Phoenix
2017-03-19,0.0,11,2017,AZ,Phoenix
2017-03-26,0.008571428571428572,12,2017,AZ,Phoenix
2017-04-02,0.0,13,2017,AZ,Phoenix
2017-04-09,0.0,14,2017,AZ,Phoenix
2017-04-16,0.0,15,2017,AZ,Phoenix
2017-04-23,0.0,16,2017,AZ,Phoenix
2017-04-30,0.0,17,2017,AZ,Phoenix
2017-05-07,0.0,18,2017,AZ,Phoenix
2017-05-14,0.0014285714285714286,19,2017,AZ,Phoenix
2017-05-21,0.0,20,2017,AZ,Phoenix
2017-05-28,0.0,21,2017,AZ,Phoenix
2017-06-04,0.0,22,2017,AZ,Phoenix
2017-06-11,0.0,23,2017,AZ,Phoenix
2017-06-18,0.0,24,2017,AZ,Phoenix
2017-06-25,0.0,25,2017,AZ,Phoenix
2017-07-02,0.0,26,2017,AZ,Phoenix
2017-07-09,0.0,27,2017,AZ,Phoenix
2017-07-16,0.05857142857142857,28,2017,AZ,Phoenix
2017-07-23,0.04,29,2017,AZ,Phoenix
2017-07-30,0.02857142857142857,30,2017,AZ,Phoenix
2017-08-06,0.13285714285714287,31,2017,AZ,Phoenix
2017-08-13,0.06285714285714286,32,2017,AZ,Phoenix
2017-08-20,0.0,33,2017,AZ,Phoenix
2017-08-27,0.008571428571428572,34,2017,AZ,Phoenix
2017-09-03,0.0,35,2017,AZ,Phoenix
2017-09-10,0.0,36,2017,AZ,Phoenix
2017-09-17,0.0,37,2017,AZ,Phoenix
2017-09-24,0.0,38,2017,AZ,Phoenix
2017-10-01,0.0,39,2017,AZ,Phoenix
2017-10-08,0.0,40,2017,AZ,Phoenix
2017-10-15,0.0,41,2017,AZ,Phoenix
2017-10-22,0.0,42,2017,AZ,Phoenix
2017-10-29,0.0,43,2017,AZ,Phoenix
2017-11-05,0.0,44,2017,AZ,Phoenix
2017-11-12,0.0,45,2017,AZ,Phoenix
2017-11-19,0.0,46,2017,AZ,Phoenix
2017-11-26,0.0,47,2017,AZ,Phoenix
2017-12-03,0.0,48,2017,AZ,Phoenix
2017-12-10,0.01,49,2017,AZ,Phoenix
2017-12-17,0.022857142857142857,50,2017,AZ,Phoenix
2017-12-24,0.0,51,2017,AZ,Phoenix
2017-12-31,0.0,52,2017,AZ,Phoenix
2018-01-07,0.0,1,2018,AZ,Phoenix
2018-01-14,0.030000000000000002,2,2018,AZ,Phoenix
2018-01-21,0.0,3,2018,AZ,Phoenix
2018-01-28,0.0,4,2018,AZ,Phoenix
2018-02-04,0.0,5,2018,AZ,Phoenix
2018-02-11,0.0,6,2018,AZ,Phoenix
2018-02-18,0.042857142857142864,7,2018,AZ,Phoenix
2018-02-25,0.0,8,2018,AZ,Phoenix
2018-03-04,0.03142857142857143,9,2018,AZ,Phoenix
2018-03-11,0.005714285714285714,10,2018,AZ,Phoenix
2018-03-18,0.0,11,2018,AZ,Phoenix
2018-03-25,0.0,12,2018,AZ,Phoenix
2018-04-01,0.0,13,2018,AZ,Phoenix
2018-04-08,0.0,14,2018,AZ,Phoenix
2018-04-15,0.0,15,2018,AZ,Phoenix
2018-04-22,0.0,16,2018,AZ,Phoenix
2018-04-29,0.0,17,2018,AZ,Phoenix
2018-05-06,0.0,18,2018,AZ,Phoenix
2018-05-13,0.0,19,2018,AZ,Phoenix
2018-05-20,0.0,20,2018,AZ,Phoenix
2018-05-27,0.0,21,2018,AZ,Phoenix
2018-06-03,0.0,22,2018,AZ,Phoenix
2018-06-10,0.0,23,2018,AZ,Phoenix
2018-06-17,0.0,24,2018,AZ,Phoenix
2018-06-24,0.0,25,2018,AZ,Phoenix
2018-07-01,0.0,26,2018,AZ,Phoenix
2018-07-08,0.0,27,2018,AZ,Phoenix
2018-07-15,0.06285714285714285,28,2018,AZ,Phoenix
2018-07-22,0.0014285714285714286,29,2018,AZ,Phoenix
2018-07-29,0.004285714285714286,30,2018,AZ,Phoenix
2018-08-05,0.008571428571428572,31,2018,AZ,Phoenix
2018-08-12,0.045714285714285714,32,2018,AZ,Phoenix
2018-08-19,0.0,33,2018,AZ,Phoenix
2018-08-26,0.09999999999999999,34,2018,AZ,Phoenix
2018-09-02,0.0,35,2018,AZ,Phoenix
2018-09-09,0.027142857142857142,36,2018,AZ,Phoenix
2018-09-16,0.0,37,2018,AZ,Phoenix
2018-09-23,0.02428571428571429,38,2018,AZ,Phoenix
2018-09-30,0.01,39,2018,AZ,Phoenix
2018-10-07,0.4414285714285714,40,2018,AZ,Phoenix
2018-10-14,0.31857142857142856,41,2018,AZ,Phoenix
2018-10-21,0.0,42,2018,AZ,Phoenix
2018-10-28,0.004285714285714286,43,2018,AZ,Phoenix
2018-11-04,0.0,44,2018,AZ,Phoenix
2018-11-11,0.0,45,2018,AZ,Phoenix
2018-11-18,0.0,46,2018,AZ,Phoenix
2018-11-25,0.0,47,2018,AZ,Phoenix
2018-12-02,0.049999999999999996,48,2018,AZ,Phoenix
2018-12-09,0.0071428571428571435,49,2018,AZ,Phoenix
2018-12-16,0.0,50,2018,AZ,Phoenix
2018-12-23,0.0,51,2018,AZ,Phoenix
2018-12-30,0.0,52,2018,AZ,Phoenix
2019-01-06,0.09857142857142856,1,2019,AZ,Phoenix
2019-01-13,0.005714285714285714,2,2019,AZ,Phoenix
2019-01-20,0.02142857142857143,3,2019,AZ,Phoenix
2019-01-27,0.0,4,2019,AZ,Phoenix
2019-02-03,0.04428571428571428,5,2019,AZ,Phoenix
2019-02-10,0.011428571428571429,6,2019,AZ,Phoenix
2019-02-17,0.01,7,2019,AZ,Phoenix
2019-02-24,0.19,8,2019,AZ,Phoenix
2019-03-03,0.0,9,2019,AZ,Phoenix
2019-03-10,0.0,10,2019,AZ,Phoenix
2019-03-17,0.042857142857142864,11,2019,AZ,Phoenix
2019-03-24,0.0,12,2019,AZ,Phoenix
2019-03-31,0.0,13,2019,AZ,Phoenix
2019-04-07,0.0,14,2019,AZ,Phoenix
2019-04-14,0.0,15,2019,AZ,Phoenix
2019-04-21,0.0014285714285714286,16,2019,AZ,Phoenix
2019-04-28,0.0,17,2019,AZ,Phoenix
2019-05-05,0.011428571428571429,18,2019,AZ,Phoenix
2019-05-12,0.005714285714285714,19,2019,AZ,Phoenix
2019-05-19,0.0,20,2019,AZ,Phoenix
2019-05-26,0.008571428571428572,21,2019,AZ,Phoenix
2019-06-02,0.0,22,2019,AZ,Phoenix
2019-06-09,0.0,23,2019,AZ,Phoenix
2019-06-16,0.0,24,2019,AZ,Phoenix
2019-06-23,0.0,25,2019,AZ,Phoenix
2019-06-30,0.0,26,2019,AZ,Phoenix
2019-07-07,0.0,27,2019,AZ,Phoenix
2019-07-14,0.0,28,2019,AZ,Phoenix
2019-07-21,0.0,29,2019,AZ,Phoenix
2019-07-28,0.0014285714285714286,30,2019,AZ,Phoenix
2019-08-04,0.032857142857142856,31,2019,AZ,Phoenix
2019-08-11,0.0,32,2019,AZ,Phoenix
2019-08-18,0.0,33,2019,AZ,Phoenix
2019-08-25,0.0,34,2019,AZ,Phoenix
2019-09-01,0.02,35,2019,AZ,Phoenix
2019-09-08,0.0,36,2019,AZ,Phoenix
2019-09-15,0.0,37,2019,AZ,Phoenix
2019-09-22,0.002857142857142857,38,2019,AZ,Phoenix
2019-09-29,0.03285714285714286,39,2019,AZ,Phoenix
2019-10-06,0.0,40,2019,AZ,Phoenix
2019-10-13,0.0,41,2019,AZ,Phoenix
2019-10-20,0.0,42,2019,AZ,Phoenix
2019-10-27,0.0,43,2019,AZ,Phoenix
2019-11-03,0.0,44,2019,AZ,Phoenix
2019-11-10,0.0,45,2019,AZ,Phoenix
2019-11-17,0.0,46,2019,AZ,Phoenix
2019-11-24,0.11999999999999998,47,2019,AZ,Phoenix
2019-12-01,0.10142857142857142,48,2019,AZ,Phoenix
2019-12-08,0.015714285714285715,49,2019,AZ,Phoenix
2019-12-15,0.0014285714285714286,50,2019,AZ,Phoenix
2019-12-22,0.0,51,2019,AZ,Phoenix
2019-12-29,0.08285714285714285,52,2019,AZ,Phoenix
2020-01-05,0.0,1,2020,AZ,Phoenix
2020-01-12,0.0,2,2020,AZ,Phoenix
2020-01-19,0.0,3,2020,AZ,Phoenix
2020-01-26,0.027142857142857142,4,2020,AZ,Phoenix
2020-02-02,0.0,5,2020,AZ,Phoenix
2020-02-09,0.0,6,2020,AZ,Phoenix
2020-02-16,0.04285714285714286,7,2020,AZ,Phoenix
2020-02-23,0.14857142857142858,8,2020,AZ,Phoenix
2020-03-01,0.0,9,2020,AZ,Phoenix
2020-03-08,0.0,10,2020,AZ,Phoenix
2020-03-15,0.22571428571428573,11,2020,AZ,Phoenix
2020-03-22,0.022857142857142857,12,2020,AZ,Phoenix
2020-03-29,0.0,13,2020,AZ,Phoenix
2020-04-05,0.0,14,2020,AZ,Phoenix
2020-04-12,0.011428571428571429,15,2020,AZ,Phoenix
2020-04-19,0.0,16,2020,AZ,Phoenix
2020-04-26,0.0,17,2020,AZ,Phoenix
2020-05-03,0.0,18,2020,AZ,Phoenix
2020-05-10,0.0,19,2020,AZ,Phoenix
2020-05-17,0.0,20,2020,AZ,Phoenix
2020-05-24,0.0,21,2020,AZ,Phoenix
2020-05-31,0.0,22,2020,AZ,Phoenix
2020-06-07,0.0,23,2020,AZ,Phoenix
2020-06-14,0.0,24,2020,AZ,Phoenix
