State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
Washington,2018,39,11,2018-09-30,61.214285714285715,Seattle
Arizona,2018,40,307,2018-10-07,75.5,Phoenix
California,2018,40,698,2018-10-07,72.92857142857143,Los Angeles
California,2018,40,698,2018-10-07,65.42857142857143,San Francisco
Colorado,2018,40,843,2018-10-07,53.57142857142857,Denver
Georgia,2018,40,1850,2018-10-07,79.5,Atlanta
Illinois,2018,40,394,2018-10-07,64.0,Chicago
New York,2018,40,623,2018-10-07,69.14285714285714,New York
Pennsylvania,2018,40,536,2018-10-07,70.5,Philadelphia
Texas,2018,40,730,2018-10-07,80.21428571428571,Dallas
Texas,2018,40,730,2018-10-07,81.5,Houston
Washington,2018,40,24,2018-10-07,53.57142857142857,Seattle
Arizona,2018,41,288,2018-10-14,71.0,Phoenix
California,2018,41,598,2018-10-14,68.57142857142857,Los Angeles
California,2018,41,598,2018-10-14,64.14285714285714,San Francisco
Colorado,2018,41,978,2018-10-14,55.42857142857143,Denver
Georgia,2018,41,1830,2018-10-14,71.21428571428571,Atlanta
Illinois,2018,41,493,2018-10-14,55.35714285714285,Chicago
New York,2018,41,661,2018-10-14,63.85714285714285,New York
Pennsylvania,2018,41,639,2018-10-14,65.92857142857143,Philadelphia
Texas,2018,41,589,2018-10-14,66.14285714285714,Dallas
Texas,2018,41,589,2018-10-14,77.71428571428571,Houston
Washington,2018,41,37,2018-10-14,55.42857142857143,Seattle
Arizona,2018,42,332,2018-10-21,72.71428571428571,Phoenix
California,2018,42,691,2018-10-21,71.85714285714286,Los Angeles
California,2018,42,691,2018-10-21,60.92857142857143,San Francisco
Colorado,2018,42,1042,2018-10-21,54.5,Denver
Georgia,2018,42,2067,2018-10-21,65.07142857142857,Atlanta
Illinois,2018,42,518,2018-10-21,44.28571428571429,Chicago
New York,2018,42,706,2018-10-21,52.92857142857143,New York
Pennsylvania,2018,42,610,2018-10-21,53.5,Philadelphia
Texas,2018,42,607,2018-10-21,55.28571428571429,Dallas
Texas,2018,42,607,2018-10-21,65.07142857142857,Houston
Washington,2018,42,21,2018-10-21,54.5,Seattle
Arizona,2018,43,257,2018-10-28,76.07142857142857,Phoenix
California,2018,43,753,2018-10-28,70.28571428571429,Los Angeles
California,2018,43,753,2018-10-28,61.07142857142857,San Francisco
Colorado,2018,43,944,2018-10-28,52.714285714285715,Denver
Georgia,2018,43,2338,2018-10-28,56.28571428571429,Atlanta
Illinois,2018,43,579,2018-10-28,47.42857142857143,Chicago
New York,2018,43,700,2018-10-28,48.57142857142857,New York
Pennsylvania,2018,43,652,2018-10-28,48.85714285714285,Philadelphia
Texas,2018,43,761,2018-10-28,62.14285714285714,Dallas
Texas,2018,43,761,2018-10-28,64.5,Houston
Washington,2018,43,31,2018-10-28,52.714285714285715,Seattle
Arizona,2018,44,407,2018-11-04,70.78571428571429,Phoenix
California,2018,44,875,2018-11-04,69.35714285714286,Los Angeles
California,2018,44,875,2018-11-04,62.42857142857143,San Francisco
Colorado,2018,44,1073,2018-11-04,54.5,Denver
Georgia,2018,44,2626,2018-11-04,58.92857142857143,Atlanta
Illinois,2018,44,656,2018-11-04,48.35714285714285,Chicago
New York,2018,44,786,2018-11-04,54.57142857142857,New York
Pennsylvania,2018,44,676,2018-11-04,54.35714285714285,Philadelphia
Texas,2018,44,831,2018-11-04,62.714285714285715,Dallas
Texas,2018,44,831,2018-11-04,67.21428571428571,Houston
Washington,2018,44,27,2018-11-04,54.5,Seattle
Arizona,2018,45,424,2018-11-11,68.5,Phoenix
California,2018,45,944,2018-11-11,66.42857142857143,Los Angeles
California,2018,45,944,2018-11-11,57.85714285714285,San Francisco
Colorado,2018,45,1120,2018-11-11,45.5,Denver
Georgia,2018,45,2745,2018-11-11,55.42857142857143,Atlanta
Illinois,2018,45,632,2018-11-11,36.285714285714285,Chicago
New York,2018,45,710,2018-11-11,48.714285714285715,New York
Pennsylvania,2018,45,731,2018-11-11,48.214285714285715,Philadelphia
Texas,2018,45,945,2018-11-11,54.78571428571429,Dallas
Texas,2018,45,945,2018-11-11,65.5,Houston
Washington,2018,45,30,2018-11-11,45.5,Seattle
Arizona,2018,46,363,2018-11-18,60.07142857142857,Phoenix
California,2018,46,943,2018-11-18,64.28571428571429,Los Angeles
California,2018,46,943,2018-11-18,53.214285714285715,San Francisco
Colorado,2018,46,1160,2018-11-18,49.42857142857143,Denver
Georgia,2018,46,2888,2018-11-18,47.07142857142857,Atlanta
Illinois,2018,46,649,2018-11-18,30.0,Chicago
New York,2018,46,659,2018-11-18,41.214285714285715,New York
Pennsylvania,2018,46,675,2018-11-18,40.0,Philadelphia
Texas,2018,46,973,2018-11-18,45.5,Dallas
Texas,2018,46,973,2018-11-18,49.5,Houston
Washington,2018,46,29,2018-11-18,49.42857142857143,Seattle
Arizona,2018,47,434,2018-11-25,61.714285714285715,Phoenix
California,2018,47,719,2018-11-25,62.714285714285715,Los Angeles
California,2018,47,719,2018-11-25,55.64285714285714,San Francisco
Colorado,2018,47,986,2018-11-25,45.42857142857143,Denver
Georgia,2018,47,3230,2018-11-25,48.14285714285714,Atlanta
Illinois,2018,47,627,2018-11-25,35.92857142857143,Chicago
New York,2018,47,742,2018-11-25,37.357142857142854,New York
Pennsylvania,2018,47,663,2018-11-25,37.714285714285715,Philadelphia
Texas,2018,47,806,2018-11-25,51.64285714285714,Dallas
Texas,2018,47,806,2018-11-25,57.5,Houston
Washington,2018,47,30,2018-11-25,45.42857142857143,Seattle
Arizona,2018,48,552,2018-12-02,59.714285714285715,Phoenix
California,2018,48,1177,2018-12-02,61.28571428571429,Los Angeles
California,2018,48,1177,2018-12-02,54.92857142857143,San Francisco
Colorado,2018,48,1492,2018-12-02,47.35714285714285,Denver
Georgia,2018,48,3378,2018-12-02,49.714285714285715,Atlanta
Illinois,2018,48,732,2018-12-02,31.214285714285715,Chicago
New York,2018,48,828,2018-12-02,42.642857142857146,New York
Pennsylvania,2018,48,1074,2018-12-02,41.857142857142854,Philadelphia
Texas,2018,48,1104,2018-12-02,56.214285714285715,Dallas
Texas,2018,48,1104,2018-12-02,61.64285714285714,Houston
Washington,2018,48,40,2018-12-02,47.35714285714285,Seattle
Arizona,2018,49,525,2018-12-09,57.0,Phoenix
California,2018,49,1206,2018-12-09,59.28571428571429,Los Angeles
California,2018,49,1206,2018-12-09,51.92857142857143,San Francisco
Colorado,2018,49,1606,2018-12-09,40.857142857142854,Denver
Georgia,2018,49,3182,2018-12-09,42.42857142857143,Atlanta
Illinois,2018,49,788,2018-12-09,27.07142857142857,Chicago
New York,2018,49,892,2018-12-09,35.5,New York
Pennsylvania,2018,49,811,2018-12-09,35.0,Philadelphia
Texas,2018,49,1017,2018-12-09,43.14285714285715,Dallas
Texas,2018,49,1017,2018-12-09,52.92857142857143,Houston
Washington,2018,49,33,2018-12-09,40.857142857142854,Seattle
Arizona,2018,50,622,2018-12-16,58.0,Phoenix
California,2018,50,1356,2018-12-16,60.57142857142857,Los Angeles
California,2018,50,1356,2018-12-16,53.85714285714285,San Francisco
Colorado,2018,50,2122,2018-12-16,47.35714285714285,Denver
Georgia,2018,50,4258,2018-12-16,46.07142857142857,Atlanta
Illinois,2018,50,854,2018-12-16,33.642857142857146,Chicago
New York,2018,50,1172,2018-12-16,39.92857142857143,New York
Pennsylvania,2018,50,958,2018-12-16,39.785714285714285,Philadelphia
Texas,2018,50,1148,2018-12-16,49.5,Dallas
Texas,2018,50,1148,2018-12-16,53.714285714285715,Houston
Washington,2018,50,41,2018-12-16,47.35714285714285,Seattle
Arizona,2018,51,547,2018-12-23,58.35714285714285,Phoenix
California,2018,51,1288,2018-12-23,60.85714285714285,Los Angeles
California,2018,51,1288,2018-12-23,52.64285714285714,San Francisco
Colorado,2018,51,2571,2018-12-23,46.214285714285715,Denver
Georgia,2018,51,5436,2018-12-23,49.42857142857143,Atlanta
Illinois,2018,51,987,2018-12-23,35.57142857142857,Chicago
New York,2018,51,1427,2018-12-23,41.57142857142857,New York
Pennsylvania,2018,51,1092,2018-12-23,43.64285714285715,Philadelphia
Texas,2018,51,1255,2018-12-23,50.57142857142857,Dallas
Texas,2018,51,1255,2018-12-23,56.35714285714285,Houston
Washington,2018,51,39,2018-12-23,46.214285714285715,Seattle
Arizona,2018,52,567,2018-12-30,51.214285714285715,Phoenix
California,2018,52,935,2018-12-30,55.92857142857143,Los Angeles
California,2018,52,935,2018-12-30,52.35714285714285,San Francisco
Colorado,2018,52,2608,2018-12-30,43.5,Denver
Georgia,2018,52,5994,2018-12-30,50.92857142857143,Atlanta
Illinois,2018,52,1339,2018-12-30,34.57142857142857,Chicago
New York,2018,52,1757,2018-12-30,40.92857142857143,New York
Pennsylvania,2018,52,1442,2018-12-30,41.214285714285715,Philadelphia
Texas,2018,52,1317,2018-12-30,47.64285714285714,Dallas
Texas,2018,52,1317,2018-12-30,57.14285714285714,Houston
Washington,2018,52,45,2018-12-30,43.5,Seattle
Arizona,2019,1,587,2019-01-06,47.64285714285714,Phoenix
California,2019,1,1021,2019-01-06,53.14285714285714,Los Angeles
California,2019,1,1021,2019-01-06,50.0,San Francisco
Colorado,2019,1,2268,2019-01-06,43.35714285714285,Denver
Georgia,2019,1,4532,2019-01-06,56.35714285714285,Atlanta
Illinois,2019,1,1262,2019-01-06,34.357142857142854,Chicago
New York,2019,1,1727,2019-01-06,41.5,New York
Pennsylvania,2019,1,1474,2019-01-06,42.57142857142857,Philadelphia
Texas,2019,1,1244,2019-01-06,44.92857142857143,Dallas
Texas,2019,1,1244,2019-01-06,52.42857142857143,Houston
Washington,2019,1,57,2019-01-06,43.35714285714285,Seattle
Arizona,2019,2,821,2019-01-13,56.85714285714285,Phoenix
California,2019,2,1415,2019-01-13,57.28571428571429,Los Angeles
California,2019,2,1415,2019-01-13,57.28571428571429,San Francisco
Colorado,2019,2,2277,2019-01-13,47.14285714285714,Denver
Georgia,2019,2,3156,2019-01-13,46.214285714285715,Atlanta
Illinois,2019,2,1019,2019-01-13,28.785714285714285,Chicago
New York,2019,2,1514,2019-01-13,32.285714285714285,New York
Pennsylvania,2019,2,1262,2019-01-13,33.285714285714285,Philadelphia
Texas,2019,2,1331,2019-01-13,50.07142857142857,Dallas
Texas,2019,2,1331,2019-01-13,57.35714285714285,Houston
Washington,2019,2,82,2019-01-13,47.14285714285714,Seattle
Arizona,2019,3,752,2019-01-20,59.35714285714285,Phoenix
California,2019,3,1325,2019-01-20,61.35714285714285,Los Angeles
California,2019,3,1325,2019-01-20,56.78571428571429,San Francisco
Colorado,2019,3,2064,2019-01-20,45.42857142857143,Denver
Georgia,2019,3,2880,2019-01-20,45.214285714285715,Atlanta
Illinois,2019,3,1057,2019-01-20,24.714285714285715,Chicago
New York,2019,3,1820,2019-01-20,31.357142857142854,New York
Pennsylvania,2019,3,1318,2019-01-20,31.92857142857143,Philadelphia
Texas,2019,3,1621,2019-01-20,45.92857142857143,Dallas
Texas,2019,3,1621,2019-01-20,52.85714285714285,Houston
Washington,2019,3,94,2019-01-20,45.42857142857143,Seattle
Arizona,2019,4,710,2019-01-27,55.14285714285714,Phoenix
California,2019,4,1267,2019-01-27,60.35714285714285,Los Angeles
California,2019,4,1267,2019-01-27,54.5,San Francisco
Colorado,2019,4,1890,2019-01-27,43.64285714285715,Denver
Georgia,2019,4,3147,2019-01-27,41.57142857142857,Atlanta
Illinois,2019,4,1046,2019-01-27,10.928571428571427,Chicago
New York,2019,4,2085,2019-01-27,30.57142857142857,New York
Pennsylvania,2019,4,1546,2019-01-27,32.0,Philadelphia
Texas,2019,4,2092,2019-01-27,43.92857142857143,Dallas
Texas,2019,4,2092,2019-01-27,52.57142857142857,Houston
Washington,2019,4,102,2019-01-27,43.64285714285715,Seattle
Arizona,2019,5,802,2019-02-03,62.5,Phoenix
California,2019,5,1657,2019-02-03,58.64285714285714,Los Angeles
California,2019,5,1657,2019-02-03,54.78571428571429,San Francisco
Colorado,2019,5,2067,2019-02-03,43.5,Denver
Georgia,2019,5,3788,2019-02-03,45.5,Atlanta
Illinois,2019,5,1089,2019-02-03,10.928571428571427,Chicago
New York,2019,5,2158,2019-02-03,24.57142857142857,New York
Pennsylvania,2019,5,1313,2019-02-03,24.07142857142857,Philadelphia
Texas,2019,5,2684,2019-02-03,51.214285714285715,Dallas
Texas,2019,5,2684,2019-02-03,55.5,Houston
Washington,2019,5,132,2019-02-03,43.5,Seattle
Arizona,2019,6,729,2019-02-10,52.92857142857143,Phoenix
California,2019,6,1617,2019-02-10,52.64285714285714,Los Angeles
California,2019,6,1617,2019-02-10,47.14285714285714,San Francisco
Colorado,2019,6,2251,2019-02-10,29.5,Denver
Georgia,2019,6,5526,2019-02-10,56.714285714285715,Atlanta
Illinois,2019,6,1198,2019-02-10,25.357142857142854,Chicago
New York,2019,6,2676,2019-02-10,38.5,New York
Pennsylvania,2019,6,1763,2019-02-10,40.714285714285715,Philadelphia
Texas,2019,6,3363,2019-02-10,52.28571428571429,Dallas
Texas,2019,6,3363,2019-02-10,59.85714285714285,Houston
Washington,2019,6,103,2019-02-10,29.5,Seattle
Arizona,2019,7,719,2019-02-17,55.28571428571429,Phoenix
California,2019,7,1726,2019-02-17,54.14285714285714,Los Angeles
California,2019,7,1726,2019-02-17,50.35714285714285,San Francisco
Colorado,2019,7,2482,2019-02-17,37.42857142857143,Denver
Georgia,2019,7,4839,2019-02-17,51.714285714285715,Atlanta
Illinois,2019,7,1326,2019-02-17,25.57142857142857,Chicago
New York,2019,7,3024,2019-02-17,37.142857142857146,New York
Pennsylvania,2019,7,1842,2019-02-17,38.642857142857146,Philadelphia
Texas,2019,7,3277,2019-02-17,49.92857142857143,Dallas
Texas,2019,7,3277,2019-02-17,61.92857142857143,Houston
Washington,2019,7,165,2019-02-17,37.42857142857143,Seattle
Arizona,2019,8,707,2019-02-24,46.714285714285715,Phoenix
California,2019,8,1562,2019-02-24,51.78571428571429,Los Angeles
California,2019,8,1562,2019-02-24,48.714285714285715,San Francisco
Colorado,2019,8,2599,2019-02-24,39.714285714285715,Denver
Georgia,2019,8,4296,2019-02-24,51.07142857142857,Atlanta
Illinois,2019,8,1601,2019-02-24,30.57142857142857,Chicago
New York,2019,8,2335,2019-02-24,36.42857142857143,New York
Pennsylvania,2019,8,1701,2019-02-24,38.285714285714285,Philadelphia
Texas,2019,8,2912,2019-02-24,45.714285714285715,Dallas
Texas,2019,8,2912,2019-02-24,57.0,Houston
Washington,2019,8,130,2019-02-24,39.714285714285715,Seattle
Arizona,2019,9,789,2019-03-03,62.5,Phoenix
California,2019,9,1856,2019-03-03,58.92857142857143,Los Angeles
California,2019,9,1856,2019-03-03,52.92857142857143,San Francisco
Colorado,2019,9,2811,2019-03-03,39.57142857142857,Denver
Georgia,2019,9,3334,2019-03-03,58.14285714285714,Atlanta
Illinois,2019,9,1557,2019-03-03,21.357142857142858,Chicago
New York,2019,9,1979,2019-03-03,33.214285714285715,New York
Pennsylvania,2019,9,1755,2019-03-03,35.42857142857143,Philadelphia
Texas,2019,9,3055,2019-03-03,42.642857142857146,Dallas
Texas,2019,9,3055,2019-03-03,57.35714285714285,Houston
Washington,2019,9,138,2019-03-03,39.57142857142857,Seattle
Arizona,2019,10,664,2019-03-10,63.42857142857143,Phoenix
California,2019,10,1804,2019-03-10,56.64285714285714,Los Angeles
California,2019,10,1804,2019-03-10,52.14285714285714,San Francisco
Colorado,2019,10,2909,2019-03-10,38.714285714285715,Denver
Georgia,2019,10,3357,2019-03-10,49.214285714285715,Atlanta
Illinois,2019,10,1650,2019-03-10,22.5,Chicago
New York,2019,10,2035,2019-03-10,31.214285714285715,New York
Pennsylvania,2019,10,1696,2019-03-10,32.857142857142854,Philadelphia
Texas,2019,10,2734,2019-03-10,49.57142857142857,Dallas
Texas,2019,10,2734,2019-03-10,58.42857142857143,Houston
Washington,2019,10,199,2019-03-10,38.714285714285715,Seattle
Arizona,2019,11,653,2019-03-17,61.14285714285714,Phoenix
California,2019,11,1708,2019-03-17,62.78571428571429,Los Angeles
California,2019,11,1708,2019-03-17,54.5,San Francisco
Colorado,2019,11,2490,2019-03-17,47.07142857142857,Denver
Georgia,2019,11,3315,2019-03-17,58.214285714285715,Atlanta
Illinois,2019,11,1907,2019-03-17,39.42857142857143,Chicago
New York,2019,11,2105,2019-03-17,43.64285714285715,New York
Pennsylvania,2019,11,1831,2019-03-17,48.0,Philadelphia
Texas,2019,11,2109,2019-03-17,55.28571428571429,Dallas
Texas,2019,11,2109,2019-03-17,64.57142857142857,Houston
Washington,2019,11,232,2019-03-17,47.07142857142857,Seattle
Arizona,2019,12,735,2019-03-24,67.42857142857143,Phoenix
California,2019,12,1699,2019-03-24,61.07142857142857,Los Angeles
California,2019,12,1699,2019-03-24,55.64285714285714,San Francisco
Colorado,2019,12,2011,2019-03-24,58.214285714285715,Denver
Georgia,2019,12,3014,2019-03-24,53.92857142857143,Atlanta
Illinois,2019,12,1458,2019-03-24,39.214285714285715,Chicago
New York,2019,12,2038,2019-03-24,42.5,New York
Pennsylvania,2019,12,2101,2019-03-24,44.214285714285715,Philadelphia
Texas,2019,12,1764,2019-03-24,62.0,Dallas
Texas,2019,12,1764,2019-03-24,63.07142857142857,Houston
Washington,2019,12,221,2019-03-24,58.214285714285715,Seattle
Arizona,2019,13,653,2019-03-31,70.42857142857143,Phoenix
California,2019,13,1371,2019-03-31,64.5,Los Angeles
California,2019,13,1371,2019-03-31,57.0,San Francisco
Colorado,2019,13,1459,2019-03-31,52.64285714285714,Denver
Georgia,2019,13,2722,2019-03-31,58.85714285714285,Atlanta
Illinois,2019,13,1255,2019-03-31,40.5,Chicago
New York,2019,13,1751,2019-03-31,45.0,New York
Pennsylvania,2019,13,1572,2019-03-31,49.214285714285715,Philadelphia
Texas,2019,13,1411,2019-03-31,60.64285714285714,Dallas
Texas,2019,13,1411,2019-03-31,64.21428571428571,Houston
Washington,2019,13,138,2019-03-31,52.64285714285714,Seattle
Arizona,2019,14,626,2019-04-07,72.21428571428571,Phoenix
California,2019,14,1329,2019-04-07,64.57142857142857,Los Angeles
California,2019,14,1329,2019-04-07,58.35714285714285,San Francisco
Colorado,2019,14,1334,2019-04-07,53.85714285714285,Denver
Georgia,2019,14,2421,2019-04-07,60.78571428571429,Atlanta
Illinois,2019,14,1062,2019-04-07,47.78571428571429,Chicago
New York,2019,14,1699,2019-04-07,46.85714285714285,New York
Pennsylvania,2019,14,1260,2019-04-07,50.07142857142857,Philadelphia
Texas,2019,14,1232,2019-04-07,61.78571428571429,Dallas
Texas,2019,14,1232,2019-04-07,65.5,Houston
Washington,2019,14,80,2019-04-07,53.85714285714285,Seattle
Arizona,2019,15,591,2019-04-14,72.28571428571429,Phoenix
California,2019,15,1165,2019-04-14,68.0,Los Angeles
California,2019,15,1165,2019-04-14,57.714285714285715,San Francisco
Colorado,2019,15,1224,2019-04-14,50.5,Denver
Georgia,2019,15,2212,2019-04-14,70.14285714285714,Atlanta
Illinois,2019,15,847,2019-04-14,45.92857142857143,Chicago
New York,2019,15,1301,2019-04-14,52.64285714285714,New York
Pennsylvania,2019,15,1057,2019-04-14,62.07142857142857,Philadelphia
Texas,2019,15,1152,2019-04-14,64.0,Dallas
Texas,2019,15,1152,2019-04-14,70.21428571428571,Houston
Washington,2019,15,49,2019-04-14,50.5,Seattle
Arizona,2019,16,482,2019-04-21,76.21428571428571,Phoenix
California,2019,16,1084,2019-04-21,63.28571428571429,Los Angeles
California,2019,16,1084,2019-04-21,57.714285714285715,San Francisco
Colorado,2019,16,1117,2019-04-21,52.92857142857143,Denver
Georgia,2019,16,1889,2019-04-21,59.92857142857143,Atlanta
Illinois,2019,16,691,2019-04-21,53.14285714285714,Chicago
New York,2019,16,1027,2019-04-21,55.714285714285715,New York
Pennsylvania,2019,16,748,2019-04-21,62.14285714285714,Philadelphia
Texas,2019,16,929,2019-04-21,66.07142857142857,Dallas
Texas,2019,16,929,2019-04-21,67.28571428571429,Houston
Washington,2019,16,42,2019-04-21,52.92857142857143,Seattle
Arizona,2019,17,518,2019-04-28,79.35714285714286,Phoenix
California,2019,17,972,2019-04-28,65.35714285714286,Los Angeles
California,2019,17,972,2019-04-28,62.07142857142857,San Francisco
Colorado,2019,17,1049,2019-04-28,52.0,Denver
Georgia,2019,17,1897,2019-04-28,67.85714285714286,Atlanta
Illinois,2019,17,562,2019-04-28,53.35714285714285,Chicago
New York,2019,17,753,2019-04-28,56.07142857142857,New York
Pennsylvania,2019,17,611,2019-04-28,62.07142857142857,Philadelphia
Texas,2019,17,657,2019-04-28,69.21428571428571,Dallas
Texas,2019,17,657,2019-04-28,72.71428571428571,Houston
Washington,2019,17,24,2019-04-28,52.0,Seattle
Arizona,2019,18,447,2019-05-05,77.14285714285714,Phoenix
California,2019,18,702,2019-05-05,63.35714285714285,Los Angeles
California,2019,18,702,2019-05-05,58.28571428571429,San Francisco
Colorado,2019,18,1149,2019-05-05,55.14285714285714,Denver
Georgia,2019,18,1795,2019-05-05,74.14285714285714,Atlanta
Illinois,2019,18,479,2019-05-05,48.78571428571429,Chicago
New York,2019,18,656,2019-05-05,53.85714285714285,New York
Pennsylvania,2019,18,566,2019-05-05,60.714285714285715,Philadelphia
Texas,2019,18,722,2019-05-05,72.28571428571429,Dallas
Texas,2019,18,722,2019-05-05,77.35714285714286,Houston
Washington,2019,18,29,2019-05-05,55.14285714285714,Seattle
Arizona,2019,19,360,2019-05-12,75.35714285714286,Phoenix
California,2019,19,771,2019-05-12,64.0,Los Angeles
California,2019,19,771,2019-05-12,59.64285714285714,San Francisco
Colorado,2019,19,1043,2019-05-12,65.07142857142857,Denver
Georgia,2019,19,1660,2019-05-12,73.14285714285714,Atlanta
Illinois,2019,19,487,2019-05-12,52.0,Chicago
New York,2019,19,512,2019-05-12,57.35714285714285,New York
Pennsylvania,2019,19,463,2019-05-12,62.214285714285715,Philadelphia
Texas,2019,19,620,2019-05-12,65.78571428571429,Dallas
Texas,2019,19,620,2019-05-12,74.21428571428571,Houston
Washington,2019,19,25,2019-05-12,65.07142857142857,Seattle
Arizona,2019,20,466,2019-05-19,78.85714285714286,Phoenix
California,2019,20,674,2019-05-19,63.57142857142857,Los Angeles
California,2019,20,674,2019-05-19,57.28571428571429,San Francisco
Colorado,2019,20,1026,2019-05-19,59.214285714285715,Denver
Georgia,2019,20,1636,2019-05-19,71.21428571428571,Atlanta
Illinois,2019,20,445,2019-05-19,59.64285714285714,Chicago
New York,2019,20,374,2019-05-19,56.78571428571429,New York
Pennsylvania,2019,20,38,2019-05-19,62.92857142857143,Philadelphia
Texas,2019,20,597,2019-05-19,73.78571428571429,Dallas
Texas,2019,20,597,2019-05-19,77.28571428571429,Houston
Washington,2019,20,18,2019-05-19,59.214285714285715,Seattle
Arizona,2019,21,404,2019-05-26,71.35714285714286,Phoenix
California,2019,21,616,2019-05-26,61.28571428571429,Los Angeles
California,2019,21,616,2019-05-26,59.0,San Francisco
Colorado,2019,21,978,2019-05-26,58.85714285714285,Denver
Georgia,2019,21,1407,2019-05-26,81.71428571428571,Atlanta
Illinois,2019,21,370,2019-05-26,62.5,Chicago
New York,2019,21,517,2019-05-26,66.5,New York
Pennsylvania,2019,21,437,2019-05-26,70.64285714285714,Philadelphia
Texas,2019,21,507,2019-05-26,79.64285714285714,Dallas
Texas,2019,21,507,2019-05-26,83.0,Houston
Washington,2019,21,22,2019-05-26,58.85714285714285,Seattle
Arizona,2019,22,327,2019-06-02,80.35714285714286,Phoenix
California,2019,22,620,2019-06-02,64.14285714285714,Los Angeles
California,2019,22,620,2019-06-02,59.78571428571429,San Francisco
Colorado,2019,22,769,2019-06-02,63.35714285714285,Denver
Georgia,2019,22,1348,2019-06-02,81.71428571428571,Atlanta
Illinois,2019,22,281,2019-06-02,64.85714285714286,Chicago
New York,2019,22,513,2019-06-02,67.57142857142857,New York
Pennsylvania,2019,22,474,2019-06-02,75.14285714285714,Philadelphia
Texas,2019,22,442,2019-06-02,77.35714285714286,Dallas
Texas,2019,22,442,2019-06-02,82.85714285714286,Houston
Washington,2019,22,23,2019-06-02,63.35714285714285,Seattle
Arizona,2019,23,268,2019-06-09,88.2857142857143,Phoenix
California,2019,23,579,2019-06-09,68.71428571428571,Los Angeles
California,2019,23,579,2019-06-09,64.07142857142857,San Francisco
Colorado,2019,23,864,2019-06-09,60.07142857142857,Denver
Georgia,2019,23,1090,2019-06-09,76.07142857142857,Atlanta
Illinois,2019,23,243,2019-06-09,66.5,Chicago
New York,2019,23,455,2019-06-09,67.57142857142857,New York
Pennsylvania,2019,23,391,2019-06-09,71.57142857142857,Philadelphia
Texas,2019,23,474,2019-06-09,79.78571428571429,Dallas
Texas,2019,23,474,2019-06-09,83.07142857142857,Houston
Washington,2019,23,23,2019-06-09,60.07142857142857,Seattle
Arizona,2019,24,132,2019-06-16,93.85714285714286,Phoenix
California,2019,24,570,2019-06-16,71.35714285714286,Los Angeles
California,2019,24,570,2019-06-16,68.92857142857143,San Francisco
Colorado,2019,24,701,2019-06-16,68.64285714285714,Denver
Georgia,2019,24,957,2019-06-16,74.57142857142857,Atlanta
Illinois,2019,24,272,2019-06-16,63.214285714285715,Chicago
New York,2019,24,384,2019-06-16,66.28571428571429,New York
Pennsylvania,2019,24,321,2019-06-16,68.71428571428571,Philadelphia
Texas,2019,24,461,2019-06-16,76.35714285714286,Dallas
Texas,2019,24,461,2019-06-16,81.71428571428571,Houston
Washington,2019,24,13,2019-06-16,68.64285714285714,Seattle
Arizona,2019,25,124,2019-06-23,90.14285714285714,Phoenix
California,2019,25,474,2019-06-23,68.71428571428571,Los Angeles
California,2019,25,474,2019-06-23,65.35714285714286,San Francisco
Colorado,2019,25,589,2019-06-23,61.64285714285714,Denver
Georgia,2019,25,816,2019-06-23,80.0,Atlanta
Illinois,2019,25,219,2019-06-23,65.14285714285714,Chicago
New York,2019,25,411,2019-06-23,71.5,New York
Pennsylvania,2019,25,327,2019-06-23,73.78571428571429,Philadelphia
Texas,2019,25,407,2019-06-23,82.85714285714286,Dallas
Texas,2019,25,407,2019-06-23,85.64285714285714,Houston
Washington,2019,25,10,2019-06-23,61.64285714285714,Seattle
Arizona,2019,26,124,2019-06-30,93.57142857142857,Phoenix
California,2019,26,465,2019-06-30,70.14285714285714,Los Angeles
California,2019,26,465,2019-06-30,63.14285714285714,San Francisco
Colorado,2019,26,543,2019-06-30,64.07142857142857,Denver
Georgia,2019,26,803,2019-06-30,79.92857142857143,Atlanta
Illinois,2019,26,238,2019-06-30,77.35714285714286,Chicago
New York,2019,26,420,2019-06-30,77.42857142857143,New York
Pennsylvania,2019,26,266,2019-06-30,80.28571428571429,Philadelphia
Texas,2019,26,300,2019-06-30,81.21428571428571,Dallas
Texas,2019,26,300,2019-06-30,80.0,Houston
Washington,2019,26,7,2019-06-30,64.07142857142857,Seattle
Arizona,2019,27,67,2019-07-07,95.0,Phoenix
California,2019,27,329,2019-07-07,71.5,Los Angeles
California,2019,27,329,2019-07-07,62.92857142857143,San Francisco
Colorado,2019,27,357,2019-07-07,64.14285714285714,Denver
Georgia,2019,27,700,2019-07-07,83.92857142857143,Atlanta
Illinois,2019,27,195,2019-07-07,78.21428571428571,Chicago
New York,2019,27,395,2019-07-07,78.14285714285714,New York
Pennsylvania,2019,27,223,2019-07-07,80.21428571428571,Philadelphia
Texas,2019,27,328,2019-07-07,84.0,Dallas
Texas,2019,27,328,2019-07-07,84.0,Houston
Washington,2019,27,19,2019-07-07,64.14285714285714,Seattle
Arizona,2019,28,106,2019-07-14,97.64285714285714,Phoenix
California,2019,28,343,2019-07-14,72.85714285714286,Los Angeles
California,2019,28,343,2019-07-14,63.0,San Francisco
Colorado,2019,28,387,2019-07-14,68.07142857142857,Denver
